Date,Close
4/2/2020 16:00:00,18.23
4/3/2020 16:00:00,17.96
4/6/2020 16:00:00,18.06
4/7/2020 16:00:00,17.7
4/8/2020 16:00:00,18.29
4/9/2020 16:00:00,18.06
4/13/2020 16:00:00,18.53
4/14/2020 16:00:00,19
4/15/2020 16:00:00,18.95
4/16/2020 16:00:00,18.74
4/17/2020 16:00:00,19.18
4/20/2020 16:00:00,20.34
4/21/2020 16:00:00,19.66
4/22/2020 16:00:00,19.97
4/23/2020 16:00:00,19.84
4/24/2020 16:00:00,20.2
4/27/2020 16:00:00,20.8
4/28/2020 16:00:00,20.55
4/29/2020 16:00:00,20.98
4/30/2020 16:00:00,21.02
5/1/2020 16:00:00,19.6
5/4/2020 16:00:00,19.88
5/5/2020 16:00:00,20.04
5/6/2020 16:00:00,20.35
5/7/2020 16:00:00,21.89
5/8/2020 16:00:00,21.88
5/11/2020 16:00:00,22.94
5/12/2020 16:00:00,22.13
5/13/2020 16:00:00,21.52
5/14/2020 16:00:00,21.5
5/15/2020 16:00:00,22.37
5/18/2020 16:00:00,21.59
5/19/2020 16:00:00,21.75
5/20/2020 16:00:00,22.23
5/21/2020 16:00:00,22.13
5/22/2020 16:00:00,21.67
5/26/2020 16:00:00,22.9
5/27/2020 16:00:00,22.81
5/28/2020 16:00:00,22.59
5/29/2020 16:00:00,22.57
6/1/2020 16:00:00,23.54
6/2/2020 16:00:00,23.27
6/3/2020 16:00:00,23.55
6/4/2020 16:00:00,23.28
6/5/2020 16:00:00,21.98
6/8/2020 16:00:00,22.54
6/9/2020 16:00:00,21.93
6/10/2020 16:00:00,21.98
6/11/2020 16:00:00,20.42
6/12/2020 16:00:00,21.03
6/15/2020 16:00:00,21.52
6/16/2020 16:00:00,22.55
6/17/2020 16:00:00,22.71
6/18/2020 16:00:00,23
6/19/2020 16:00:00,23.3
6/22/2020 16:00:00,23.51
6/23/2020 16:00:00,23.65
6/24/2020 16:00:00,22.64
6/25/2020 16:00:00,22.16
6/26/2020 16:00:00,21.47
6/29/2020 16:00:00,21.29
6/30/2020 16:00:00,21.77
7/1/2020 16:00:00,21.78
7/2/2020 16:00:00,21.65
7/6/2020 16:00:00,22.42
7/7/2020 16:00:00,22.44
7/8/2020 16:00:00,22.74
7/9/2020 16:00:00,22.4
7/10/2020 16:00:00,22.11
7/13/2020 16:00:00,20.26
7/14/2020 16:00:00,20.29
7/15/2020 16:00:00,20.85
7/16/2020 16:00:00,20.66
7/17/2020 16:00:00,20.83
7/20/2020 16:00:00,22.89
7/21/2020 16:00:00,22.42
7/22/2020 16:00:00,22.15
7/23/2020 16:00:00,21.84
7/24/2020 16:00:00,21.35
7/27/2020 16:00:00,21.55
7/28/2020 16:00:00,22.27
7/29/2020 16:00:00,22.56
7/30/2020 16:00:00,22.39
7/31/2020 16:00:00,22.75
8/3/2020 16:00:00,23.16
8/4/2020 16:00:00,23.23
8/5/2020 16:00:00,23.22
8/6/2020 16:00:00,23.27
8/7/2020 16:00:00,20.69
8/10/2020 16:00:00,19.92
8/11/2020 16:00:00,19.66
8/12/2020 16:00:00,19.64
8/13/2020 16:00:00,19.63
8/14/2020 16:00:00,19.5
8/17/2020 16:00:00,19.92
8/18/2020 16:00:00,20.48
8/19/2020 16:00:00,20.14
8/20/2020 16:00:00,20.16
8/21/2020 16:00:00,20.12
8/24/2020 16:00:00,20.21
8/25/2020 16:00:00,20.14
8/26/2020 16:00:00,20.57
8/27/2020 16:00:00,20.31
8/28/2020 16:00:00,20.72
8/31/2020 16:00:00,21.17
9/1/2020 16:00:00,21.32
9/2/2020 16:00:00,21.75
9/3/2020 16:00:00,20.57
9/4/2020 16:00:00,19.75
9/8/2020 16:00:00,19.88
9/9/2020 16:00:00,20.36
9/10/2020 16:00:00,19.77
9/11/2020 16:00:00,19.85
9/14/2020 16:00:00,20.18
9/15/2020 16:00:00,20.35
9/16/2020 16:00:00,20.22
9/17/2020 16:00:00,19.5
9/18/2020 16:00:00,19.28
9/21/2020 16:00:00,19.23
9/22/2020 16:00:00,19.53
9/23/2020 16:00:00,19.18
9/24/2020 16:00:00,18.78
9/25/2020 16:00:00,19.15
9/28/2020 16:00:00,19.28
9/29/2020 16:00:00,19.13
9/30/2020 16:00:00,19.26
10/1/2020 16:00:00,19.48
10/2/2020 16:00:00,19.18
10/5/2020 16:00:00,19.51
10/6/2020 16:00:00,19.28
10/7/2020 16:00:00,19.66
10/8/2020 16:00:00,19.67
10/9/2020 16:00:00,20.39
10/12/2020 16:00:00,20.03
10/13/2020 16:00:00,20.34
10/14/2020 16:00:00,19.84
10/15/2020 16:00:00,20.14
10/16/2020 16:00:00,20.32
10/19/2020 16:00:00,19.89
10/20/2020 16:00:00,19.78
10/21/2020 16:00:00,19.98
10/22/2020 16:00:00,20.2
10/23/2020 16:00:00,19.72
10/26/2020 16:00:00,19.13
10/27/2020 16:00:00,19.03
10/28/2020 16:00:00,18.61
10/29/2020 16:00:00,18.75
10/30/2020 16:00:00,18.26
11/2/2020 16:00:00,17.97
11/3/2020 16:00:00,18.2
11/4/2020 16:00:00,18.55
11/5/2020 16:00:00,20.12
11/6/2020 16:00:00,19.15
11/9/2020 16:00:00,18.75
11/10/2020 16:00:00,18.47
11/11/2020 16:00:00,18.82
11/12/2020 16:00:00,18.77
11/13/2020 16:00:00,19.06
11/16/2020 16:00:00,18.69
11/17/2020 16:00:00,18.55
11/18/2020 16:00:00,18.43
11/19/2020 16:00:00,18.92
11/20/2020 16:00:00,19.03
11/23/2020 16:00:00,19.12
11/24/2020 16:00:00,18.45
11/25/2020 16:00:00,19.11
11/27/2020 13:00:00,19.54
11/30/2020 16:00:00,19.97
12/1/2020 16:00:00,20.17
12/2/2020 16:00:00,20.11
12/3/2020 16:00:00,20.23
12/4/2020 16:00:00,20.35
12/7/2020 16:00:00,20.5
12/8/2020 16:00:00,21.59
12/9/2020 16:00:00,21.26
12/10/2020 16:00:00,21.24
12/11/2020 16:00:00,22.49
12/14/2020 16:00:00,23.32
12/15/2020 16:00:00,23.12
12/16/2020 16:00:00,23.52
12/17/2020 16:00:00,23.89
12/18/2020 16:00:00,23.68
12/21/2020 16:00:00,23.55
12/22/2020 16:00:00,24.87
12/23/2020 16:00:00,24.61
12/24/2020 13:00:00,24.65
12/28/2020 16:00:00,23.6
12/29/2020 16:00:00,22.93
12/30/2020 16:00:00,22.6
