Date,Close
9/4/2020 16:00:00,18.85
9/8/2020 16:00:00,18.77
9/9/2020 16:00:00,18.44
9/10/2020 16:00:00,18.02
9/11/2020 16:00:00,16.53
9/14/2020 16:00:00,18.34
9/15/2020 16:00:00,19.02
9/16/2020 16:00:00,19.11
9/17/2020 16:00:00,14.12
9/18/2020 16:00:00,16.47
9/21/2020 16:00:00,16.28
9/22/2020 16:00:00,16.62
9/23/2020 16:00:00,16.11
9/24/2020 16:00:00,15.8
9/25/2020 16:00:00,16
9/28/2020 16:00:00,16.37
9/29/2020 16:00:00,15.17
9/30/2020 16:00:00,15.16
10/1/2020 16:00:00,15.55
10/2/2020 16:00:00,15.71
10/5/2020 16:00:00,15.39
10/6/2020 16:00:00,15.46
10/7/2020 16:00:00,15.64
10/8/2020 16:00:00,16.04
10/9/2020 16:00:00,16.1
10/12/2020 16:00:00,15.58
10/13/2020 16:00:00,14.64
10/14/2020 16:00:00,15.65
10/15/2020 16:00:00,16.17
10/16/2020 16:00:00,16.17
10/19/2020 16:00:00,17.36
10/20/2020 16:00:00,18.79
10/21/2020 16:00:00,19.15
10/22/2020 16:00:00,20.48
10/23/2020 16:00:00,20.45
10/26/2020 16:00:00,18.61
10/27/2020 16:00:00,18.3
10/28/2020 16:00:00,16.97
10/29/2020 16:00:00,17.48
10/30/2020 16:00:00,17.16
11/2/2020 16:00:00,16.71
11/3/2020 16:00:00,17.15
11/4/2020 16:00:00,17.84
11/5/2020 16:00:00,18.7
11/6/2020 16:00:00,18.5
11/9/2020 16:00:00,24.66
11/10/2020 16:00:00,23.69
11/11/2020 16:00:00,21.39
11/12/2020 16:00:00,20.57
11/13/2020 16:00:00,21.85
11/16/2020 16:00:00,23.8
11/17/2020 16:00:00,24.24
11/18/2020 16:00:00,24.43
11/19/2020 16:00:00,24.47
11/20/2020 16:00:00,23.78
11/23/2020 16:00:00,25.12
11/24/2020 16:00:00,27.04
11/25/2020 16:00:00,26.51
11/27/2020 13:00:00,26.69
11/30/2020 16:00:00,25.32
12/1/2020 16:00:00,25.54
12/2/2020 16:00:00,25.88
12/3/2020 16:00:00,26.36
12/4/2020 16:00:00,26.67
12/7/2020 16:00:00,24.94
12/8/2020 16:00:00,25.37
12/9/2020 16:00:00,25.63
12/10/2020 16:00:00,25.73
12/11/2020 16:00:00,25.02
12/14/2020 16:00:00,24.07
12/15/2020 16:00:00,26.81
12/16/2020 16:00:00,26.15
12/17/2020 16:00:00,28.19
12/18/2020 16:00:00,27.78
12/21/2020 16:00:00,28
12/22/2020 16:00:00,28.55
12/23/2020 16:00:00,29.14
12/24/2020 13:00:00,29.58
12/28/2020 16:00:00,29.01
12/29/2020 16:00:00,29.54
12/30/2020 16:00:00,28.84
